Question ID,Question,Category,Difficulty Level,Tags,Answer,User Rating
2316,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"HTML, DOM Manipulation","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
2317,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Forms, Media Queries","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.3
2318,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation",You can use margin: auto along with a defined width to center a div.,4.5
2319,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"HTML, Responsive Design, Grid, DOM Manipulation",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.4
2320,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"CSS, Responsive Design",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.8
2321,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"HTML, Grid, Web Accessibility, DOM Manipulation","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.1
2322,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"HTML, DOM Manipulation, Responsive Design, Media Queries",You can use margin: auto along with a defined width to center a div.,4.3
2323,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Grid, DOM Manipulation, JavaScript, CSS","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
2324,What are semantic elements in HTML?,Frontend Development,Beginner,"Basic Styling, Responsive Design, DOM Manipulation, Forms",Media queries allow you to apply styles conditionally based on screen size or device type.,4.5
2325,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, Bootstrap, JavaScript","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.0
2326,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Grid, Media Queries, HTML",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
2327,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Web Accessibility, Grid",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.9
2328,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Flexbox, Web Accessibility","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.9
2329,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Web Accessibility, CSS, HTML",Use the <link> tag within the <head> to include an external CSS file.,4.2
2330,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Grid, Flexbox, HTML","Pseudo-classes define the state of an element, like :hover or :focus.",4.3
2331,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Media Queries, Grid, Bootstrap, Flexbox",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
2332,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"HTML, Responsive Design",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.6
2333,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Grid, Forms, Responsive Design","Padding is the space inside an element's border, while margin is the space outside it.",4.2
2334,How do you apply a background image to a webpage?,Frontend Development,Beginner,"CSS, Grid, Media Queries, Web Accessibility","Padding is the space inside an element's border, while margin is the space outside it.",4.2
2335,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Grid, CSS, Flexbox",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.2
2336,What are CSS pseudo-classes?,Frontend Development,Beginner,"JavaScript, Basic Styling, DOM Manipulation, Grid","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.8
2337,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Grid, Web Accessibility, Bootstrap, Responsive Design","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.1
2338,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Responsive Design, Basic Styling, Forms","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.0
2339,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Forms, JavaScript, DOM Manipulation, Web Accessibility","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
2340,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, Media Queries","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.2
2341,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Forms, JavaScript, Responsive Design",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
2342,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Forms, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.8
2343,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Responsive Design, Web Accessibility, Grid","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.3
2344,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Responsive Design, Forms, Web Accessibility, Flexbox",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.6
2345,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"HTML, Bootstrap, Forms",Add a JavaScript click event listener to make a button clickable.,4.4
2346,What are semantic elements in HTML?,Frontend Development,Beginner,"CSS, Flexbox, Bootstrap, DOM Manipulation","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.1
2347,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling, Media Queries","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.7
2348,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Web Accessibility, Flexbox, Forms",You can use margin: auto along with a defined width to center a div.,4.5
2349,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Grid",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.6
2350,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Grid, CSS, Web Accessibility","Pseudo-classes define the state of an element, like :hover or :focus.",4.1
2351,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Basic Styling, Bootstrap","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.8
2352,What are CSS pseudo-classes?,Frontend Development,Beginner,"Flexbox, CSS, JavaScript, Forms",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.4
2353,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"CSS, Grid",You can use margin: auto along with a defined width to center a div.,4.3
2354,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Web Accessibility, JavaScript, Forms, Grid","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.1
2355,How do you center a div using CSS?,Frontend Development,Beginner,"Forms, Media Queries, DOM Manipulation, Grid",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.0
2356,What are media queries in CSS?,Frontend Development,Beginner,"HTML, CSS, Forms",You can use document.getElementById('id') to select an element by its ID.,4.6
2357,What are media queries in CSS?,Frontend Development,Beginner,"Bootstrap, Responsive Design",Add a JavaScript click event listener to make a button clickable.,4.7
2358,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"HTML, Forms, Grid","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.9
2359,How do you apply a background image to a webpage?,Frontend Development,Beginner,"JavaScript, Forms, CSS, Media Queries",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.8
2360,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Web Accessibility, CSS, Media Queries, Forms",Use the <link> tag within the <head> to include an external CSS file.,4.6
2361,How do you center a div using CSS?,Frontend Development,Beginner,"Bootstrap, DOM Manipulation",Media queries allow you to apply styles conditionally based on screen size or device type.,4.4
2362,What are semantic elements in HTML?,Frontend Development,Beginner,"JavaScript, Web Accessibility, Media Queries, Bootstrap",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.5
2363,What are media queries in CSS?,Frontend Development,Beginner,"Bootstrap, HTML","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
2364,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Bootstrap, Grid, Flexbox, Responsive Design",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.3
2365,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Basic Styling, Grid",You can use margin: auto along with a defined width to center a div.,4.1
2366,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Grid, CSS, Bootstrap, JavaScript","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.7
2367,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Flexbox, DOM Manipulation, Grid",The DOM is the Document Object Model that represents the HTML structure as an object tree.,5.0
2368,What are media queries in CSS?,Frontend Development,Beginner,"Basic Styling, JavaScript, Flexbox, Grid",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.1
2369,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Media Queries, HTML, Responsive Design, Bootstrap","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.4
2370,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"JavaScript, Media Queries, Grid","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.9
2371,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"HTML, DOM Manipulation, Grid, Flexbox",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.5
2372,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Grid, Media Queries, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.3
2373,How do you validate a form using JavaScript?,Frontend Development,Beginner,"JavaScript, Media Queries, DOM Manipulation, Bootstrap",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.9
2374,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Bootstrap, Web Accessibility",Media queries allow you to apply styles conditionally based on screen size or device type.,4.3
2375,What are semantic elements in HTML?,Frontend Development,Beginner,"Forms, CSS, Media Queries, JavaScript",You can use margin: auto along with a defined width to center a div.,4.8
2376,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Basic Styling","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.0
2377,What is the DOM in JavaScript?,Frontend Development,Beginner,"Grid, Web Accessibility, JavaScript, Media Queries",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.7
2378,What is the DOM in JavaScript?,Frontend Development,Beginner,"Media Queries, HTML, JavaScript",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.2
2379,What are media queries in CSS?,Frontend Development,Beginner,"Media Queries, Flexbox",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.7
2380,How do you apply a background image to a webpage?,Frontend Development,Beginner,"DOM Manipulation, Forms, CSS, HTML",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.9
2381,What are CSS pseudo-classes?,Frontend Development,Beginner,"Responsive Design, Bootstrap, Grid",Use JavaScript functions like onsubmit or addEventListener to validate form input.,5.0
2382,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, DOM Manipulation, CSS, Web Accessibility",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.1
2383,What is the DOM in JavaScript?,Frontend Development,Beginner,"Bootstrap, Responsive Design","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.7
2384,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Forms, HTML, Basic Styling",Use the <link> tag within the <head> to include an external CSS file.,4.2
2385,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Basic Styling, Bootstrap",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.0
2386,What is the DOM in JavaScript?,Frontend Development,Beginner,"Forms, Bootstrap","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.8
2387,How do you center a div using CSS?,Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Forms",You can use margin: auto along with a defined width to center a div.,4.5
2388,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Forms, JavaScript",You can use margin: auto along with a defined width to center a div.,4.9
2389,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Media Queries, Basic Styling, Forms",Media queries allow you to apply styles conditionally based on screen size or device type.,4.2
2390,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Web Accessibility, Forms, Media Queries, Bootstrap",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.5
2391,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, Media Queries","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.9
2392,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Forms, DOM Manipulation, Flexbox","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.6
2393,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Media Queries, JavaScript, Grid, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.8
2394,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Media Queries, DOM Manipulation, Flexbox, Responsive Design",Media queries allow you to apply styles conditionally based on screen size or device type.,4.5
2395,What is the DOM in JavaScript?,Frontend Development,Beginner,"Web Accessibility, Forms, Flexbox, Media Queries","Padding is the space inside an element's border, while margin is the space outside it.",4.8
2396,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"JavaScript, DOM Manipulation, Media Queries","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.9
2397,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Web Accessibility, Forms",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.8
2398,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"DOM Manipulation, HTML, Responsive Design, Basic Styling","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.6
2399,How do you validate a form using JavaScript?,Frontend Development,Beginner,"CSS, Flexbox, DOM Manipulation, Basic Styling",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.3
2400,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"DOM Manipulation, HTML",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.1
2401,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"DOM Manipulation, JavaScript, Responsive Design, HTML",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.7
2402,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"Basic Styling, Flexbox, Web Accessibility, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",5.0
2403,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Basic Styling, JavaScript","Pseudo-classes define the state of an element, like :hover or :focus.",4.7
2404,How do you center a div using CSS?,Frontend Development,Beginner,"Responsive Design, Forms",Add a JavaScript click event listener to make a button clickable.,4.4
2405,How do you center a div using CSS?,Frontend Development,Beginner,"Media Queries, Bootstrap",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.6
2406,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Forms, Basic Styling, DOM Manipulation, HTML","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",5.0
2407,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"CSS, Bootstrap, Forms",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.1
2408,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"CSS, Flexbox, Web Accessibility","Padding is the space inside an element's border, while margin is the space outside it.",4.1
2409,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"DOM Manipulation, CSS, Flexbox",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.1
2410,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Forms, Basic Styling, CSS, DOM Manipulation","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.2
2411,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Web Accessibility, Media Queries, Basic Styling",Add a JavaScript click event listener to make a button clickable.,4.7
2412,What are media queries in CSS?,Frontend Development,Beginner,"Grid, Web Accessibility, Flexbox, Forms",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.1
2413,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Basic Styling, Responsive Design, HTML, Grid",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.3
2414,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, DOM Manipulation, Web Accessibility","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.6
2415,How do you center a div using CSS?,Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Bootstrap, CSS","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
2416,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Media Queries, Forms, CSS, JavaScript","Pseudo-classes define the state of an element, like :hover or :focus.",4.3
2417,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Media Queries, Flexbox, HTML",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.7
2418,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Forms, Responsive Design, Web Accessibility, Grid","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.9
2419,How do you add a hyperlink in HTML?,Frontend Development,Beginner,"Flexbox, CSS, DOM Manipulation, Web Accessibility",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.3
2420,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"CSS, Web Accessibility",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.1
2421,What is the DOM in JavaScript?,Frontend Development,Beginner,"Bootstrap, Web Accessibility, Basic Styling, Grid","Padding is the space inside an element's border, while margin is the space outside it.",4.3
2422,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"DOM Manipulation, CSS, Bootstrap",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.4
2423,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Flexbox, Web Accessibility",Use the <link> tag within the <head> to include an external CSS file.,4.5
2424,What are semantic elements in HTML?,Frontend Development,Beginner,"Bootstrap, Forms",Use JavaScript functions like onsubmit or addEventListener to validate form input.,4.2
2425,How do you center a div using CSS?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, Grid, HTML",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.5
2426,What is the DOM in JavaScript?,Frontend Development,Beginner,"Basic Styling, Media Queries, DOM Manipulation, JavaScript","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.5
2427,How do you select an element by ID in JavaScript?,Frontend Development,Beginner,"Web Accessibility, DOM Manipulation, Responsive Design","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.6
2428,"What is Flexbox, and how is it used in CSS?",Frontend Development,Beginner,"Grid, Flexbox, Media Queries, Responsive Design","Pseudo-classes define the state of an element, like :hover or :focus.",4.5
2429,How do you center a div using CSS?,Frontend Development,Beginner,"DOM Manipulation, Flexbox, Media Queries",Use the <link> tag within the <head> to include an external CSS file.,4.5
2430,How do you center a div using CSS?,Frontend Development,Beginner,"Web Accessibility, Responsive Design, Grid",You can use document.getElementById('id') to select an element by its ID.,4.4
2431,How do you center a div using CSS?,Frontend Development,Beginner,"Grid, CSS",You can use margin: auto along with a defined width to center a div.,4.5
2432,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"JavaScript, Bootstrap",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.4
2433,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Media Queries, Responsive Design, Bootstrap, Web Accessibility","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
2434,How do you include an external CSS file in an HTML document?,Frontend Development,Beginner,"Forms, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
2435,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Responsive Design, Bootstrap","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
2436,"What is the difference between inline, block, and inline-block elements?",Frontend Development,Beginner,"Web Accessibility, Flexbox","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",5.0
2437,What are CSS pseudo-classes?,Frontend Development,Beginner,"Basic Styling, Web Accessibility, Responsive Design, CSS",Use the <link> tag within the <head> to include an external CSS file.,4.5
2438,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Flexbox, Forms, Responsive Design, Media Queries",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.1
2439,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Flexbox, Grid, Responsive Design, Basic Styling",Media queries allow you to apply styles conditionally based on screen size or device type.,4.9
2440,What are semantic elements in HTML?,Frontend Development,Beginner,"DOM Manipulation, Grid, Responsive Design, Media Queries","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.9
2441,What are CSS pseudo-classes?,Frontend Development,Beginner,"DOM Manipulation, Flexbox, HTML, JavaScript","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.5
2442,What are semantic elements in HTML?,Frontend Development,Beginner,"Grid, Basic Styling, Flexbox","Pseudo-classes define the state of an element, like :hover or :focus.",4.3
2443,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Flexbox, Grid, HTML, CSS","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.6
2444,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"DOM Manipulation, CSS, Responsive Design, Bootstrap",Media queries allow you to apply styles conditionally based on screen size or device type.,5.0
2445,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Grid, CSS, Basic Styling",You can use document.getElementById('id') to select an element by its ID.,4.3
2446,What are CSS pseudo-classes?,Frontend Development,Beginner,"Media Queries, CSS, Bootstrap, HTML","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",5.0
2447,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Basic Styling, DOM Manipulation, Bootstrap","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.3
2448,How do you validate a form using JavaScript?,Frontend Development,Beginner,"DOM Manipulation, JavaScript, Flexbox, Grid","HTML5 introduced new elements and attributes like <article>, <section>, and more robust multimedia support.",4.7
2449,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"DOM Manipulation, Basic Styling",Bootstrap is a framework for building responsive websites with pre-designed components and utilities.,4.6
2450,What are media queries in CSS?,Frontend Development,Beginner,"Bootstrap, Forms, CSS, DOM Manipulation","The <meta> tag provides metadata about the HTML document, such as character encoding or viewport settings.",4.5
2451,How do you apply a background image to a webpage?,Frontend Development,Beginner,"JavaScript, Bootstrap","Pseudo-classes define the state of an element, like :hover or :focus.",4.4
2452,What are semantic elements in HTML?,Frontend Development,Beginner,"CSS, Bootstrap, JavaScript, HTML",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.3
2453,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"HTML, Flexbox, JavaScript",Use the <a> tag with an href attribute pointing to the URL. Example: <a href='https://example.com'>Link</a>.,4.7
2454,What are CSS pseudo-classes?,Frontend Development,Beginner,"HTML, Media Queries, Flexbox, JavaScript",Use the <link> tag within the <head> to include an external CSS file.,4.4
2455,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Media Queries, CSS, Flexbox, Grid",Add a JavaScript click event listener to make a button clickable.,4.7
2456,What is the difference between HTML and HTML5?,Frontend Development,Beginner,"Web Accessibility, CSS, Grid","Semantic elements clearly define the purpose of the element, such as <header> or <footer>.",4.2
2457,What is the difference between padding and margin in CSS?,Frontend Development,Beginner,"Flexbox, Forms, Grid","Padding is the space inside an element's border, while margin is the space outside it.",4.3
2458,How do you apply a background image to a webpage?,Frontend Development,Beginner,"Basic Styling, Grid",Use the <link> tag within the <head> to include an external CSS file.,4.5
2459,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"HTML, DOM Manipulation, Grid, Forms",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.4
2460,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"DOM Manipulation, HTML, Flexbox, Web Accessibility",You can use Flexbox or Grid in CSS to create responsive layouts effectively.,4.9
2461,What are media queries in CSS?,Frontend Development,Beginner,"Forms, Bootstrap, Grid",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
2462,What are media queries in CSS?,Frontend Development,Beginner,"Responsive Design, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
2463,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Responsive Design, Web Accessibility","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.9
2464,What is the DOM in JavaScript?,Frontend Development,Beginner,"Media Queries, CSS, Grid, HTML",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.8
2465,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Forms, Media Queries, Flexbox, Grid",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.3
2466,How can you create a responsive layout using CSS?,Frontend Development,Beginner,"DOM Manipulation, Media Queries",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.2
2467,What are CSS pseudo-classes?,Frontend Development,Beginner,"Flexbox, Web Accessibility, Basic Styling, CSS",Use the <link> tag within the <head> to include an external CSS file.,4.1
2468,How do you center a div using CSS?,Frontend Development,Beginner,"JavaScript, Bootstrap, CSS",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.1
2469,"What is Bootstrap, and how is it used in web design?",Frontend Development,Beginner,"Basic Styling, Responsive Design, DOM Manipulation","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.8
2470,What are media queries in CSS?,Frontend Development,Beginner,"Basic Styling, JavaScript",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.4
2471,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"JavaScript, CSS, Media Queries, DOM Manipulation",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
2472,What are semantic elements in HTML?,Frontend Development,Beginner,"HTML, Web Accessibility, Media Queries",You can use margin: auto along with a defined width to center a div.,5.0
2473,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Flexbox, DOM Manipulation, HTML, Grid",Flexbox is a CSS layout module for aligning and distributing items within a container.,4.7
2474,What is the purpose of the <meta> tag in HTML?,Frontend Development,Beginner,"Flexbox, Web Accessibility",Add a JavaScript click event listener to make a button clickable.,4.2
2475,How can you make a button clickable using JavaScript?,Frontend Development,Beginner,"Forms, Responsive Design, Grid, Media Queries","Pseudo-classes define the state of an element, like :hover or :focus.",4.6
2476,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Flexbox, DOM Manipulation, Bootstrap, CSS","Padding is the space inside an element's border, while margin is the space outside it.",4.2
2477,What are semantic elements in HTML?,Frontend Development,Beginner,"Grid, Basic Styling, Forms, Responsive Design","The <head> tag contains meta-information about the document, like title, scripts, and styles.",4.2
2478,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Responsive Design, Basic Styling",The DOM is the Document Object Model that represents the HTML structure as an object tree.,4.6
2479,What is the purpose of the <head> tag in HTML?,Frontend Development,Beginner,"Bootstrap, Grid, Basic Styling, Flexbox","Inline elements occupy only the width of their content, block elements span the full width, and inline-block combines both.",4.3
2480,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Basic Styling, CSS, Flexbox",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,4.2
2481,"What is the difference between var, let, and const in JavaScript?",Frontend Development,Beginner,"Grid, Media Queries, CSS",Use the CSS property background-image: url('path/to/image.jpg') to apply a background image.,5.0
2482,How do you validate a form using JavaScript?,Frontend Development,Beginner,"Grid, HTML","Var has function scope, let has block scope, and const is for constants that cannot be reassigned.",4.1
